priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND,latitude,longitude
4268.1538811746,2019,2019-11-01,F,L,187500,CF10 1AQ,W06000015,{9B361206-0D4B-1904-E053-6B04A8C0EEB5},22648473,43.93,,11,87,87,NO DATA!,51.47952,-3.17611
4675.87672688629,2019,2019-04-05,F,L,220000,CF10 1AQ,W06000015,{8A78B2AF-5D21-5CB0-E053-6B04A8C0F504},22634138,47.05,,11,85,85,NO DATA!,51.47952,-3.17611
2833.33333333333,2022,2022-04-08,F,L,136000,CF10 1AR,W06000015,{E2D14905-31ED-4C2D-E053-6B04A8C0422B},22610477,48.0,2.0,12,82,87,England and Wales: before 1900,51.48043,-3.18199
4347.82608695652,2021,2021-10-27,F,L,300000,CF10 1BL,W06000015,{E073986A-F27F-2134-E053-6C04A8C0233B},22740535,69.0,3.0,12,83,83,England and Wales: 2007-2011,51.47905,-3.17577
4007.12377560107,2021,2021-12-22,F,L,180000,CF10 1BL,W06000015,{DE2D0CDF-7835-51EE-E053-6C04A8C00671},22717348,44.92,,11,81,81,NO DATA!,51.47905,-3.17577
2270.70347284061,2020,2020-12-10,F,L,102000,CF10 1BL,W06000015,{C8A3A575-FC96-0425-E053-6C04A8C0947B},22717348,44.92,,11,81,81,NO DATA!,51.47905,-3.17577
4244.32966539412,2019,2019-04-05,F,L,189000,CF10 1BL,W06000015,{8A78B2AF-5D07-5CB0-E053-6B04A8C0F504},22721474,44.53,,11,83,83,NO DATA!,51.47905,-3.17577
4849.88452655889,2019,2019-12-18,F,L,315000,CF10 1BZ,W06000015,{9DBAD221-7D5F-6EB3-E053-6B04A8C0F257},22626158,64.95,,11,75,75,NO DATA!,51.47855,-3.17535
2409.72222222222,2020,2020-09-30,F,L,173500,CF10 1DE,W06000015,{B82222EC-9AEF-6691-E053-6B04A8C02FB2},22706156,72.0,3.0,11,64,80,England and Wales: 1930-1949,51.47973,-3.18173
1985.50724637681,2020,2020-02-28,F,L,137000,CF10 1DE,W06000015,{AC07BBCF-EF62-0445-E053-6C04A8C01E31},22622661,69.0,3.0,12,68,81,England and Wales: 1900-1929,51.47973,-3.18173
2492.53731343284,2019,2019-07-12,F,L,167000,CF10 1DF,W06000015,{965B6D91-25C0-95E4-E053-6C04A8C07729},22755225,67.0,3.0,12,53,73,England and Wales: 1900-1929,51.4796454,-3.18324022
2154.92957746479,2021,2021-02-26,F,L,153000,CF10 1DF,W06000015,{D707E534-F43A-0AD9-E053-6B04A8C067CC},22718739,71.0,3.0,12,67,79,England and Wales: 1930-1949,51.4796454,-3.18324022
2028.98550724638,2021,2021-02-05,F,L,140000,CF10 1DF,W06000015,{BEF7EBBE-ABBE-7A76-E053-6B04A8C092F7},22639013,69.0,3.0,11,52,76,England and Wales: 1930-1949,51.4796454,-3.18324022
2652.5198938992,2019,2019-12-20,F,L,180000,CF10 1DH,W06000015,{B32EBB13-5E0B-3C99-E053-6C04A8C09CA1},22722369,67.86,3.0,11,60,71,England and Wales: 1930-1949,51.48011,-3.1825
2272.72727272727,2022,2022-03-23,F,L,150000,CF10 1DH,W06000015,{DE2D0CDF-7245-51EE-E053-6C04A8C00671},22662880,66.0,3.0,12,69,80,England and Wales: 1900-1929,51.48011,-3.1825
2529.45252945253,2019,2019-04-01,F,L,146000,CF10 1DJ,W06000015,{AC07BBCF-EE01-0445-E053-6C04A8C01E31},22619634,57.72,3.0,11,71,76,England and Wales: 1930-1949,51.48023,-3.18275
2131.14754098361,2019,2019-06-07,F,L,130000,CF10 1DJ,W06000015,{8F1B26BD-7122-53DB-E053-6C04A8C03649},22684794,61.0,3.0,12,58,80,England and Wales: 1930-1949,51.48023,-3.18275
2772.00277200277,2021,2021-01-18,F,L,160000,CF10 1DJ,W06000015,{CFC9085C-6A7F-9A70-E053-6B04A8C09D6A},22619634,57.72,3.0,11,71,76,England and Wales: 1930-1949,51.48023,-3.18275
2295.08196721311,2021,2021-12-02,F,L,140000,CF10 1DJ,W06000015,{E2D14905-306B-4C2D-E053-6B04A8C0422B},22684794,61.0,3.0,12,58,80,England and Wales: 1930-1949,51.48023,-3.18275
2297.2972972973,2019,2019-05-31,F,L,170000,CF10 1DJ,W06000015,{8F1B26BD-7220-53DB-E053-6C04A8C03649},22618594,74.0,4.0,11,68,81,England and Wales: 1930-1949,51.48023,-3.18275
2388.1893182805,2019,2019-04-11,F,L,110000,CF10 1DJ,W06000015,{87E1551D-FFA7-6405-E053-6C04A8C0B2EE},22664974,46.06,2.0,11,73,80,England and Wales: 1930-1949,51.48023,-3.18275
2500.0,2021,2021-07-13,F,L,185000,CF10 1DJ,W06000015,{CB0035E5-9CA8-58AE-E053-6B04A8C091AF},22618594,74.0,4.0,11,68,81,England and Wales: 1930-1949,51.48023,-3.18275
3020.83333333333,2019,2019-02-11,F,L,72500,CF10 1DL,W06000015,{8CAC1318-0AFC-0253-E053-6B04A8C08E51},22632120,24.0,1.0,11,65,76,England and Wales: 1930-1949,51.48037,-3.18303
2222.22222222222,2021,2021-09-10,F,L,160000,CF10 1DL,W06000015,{D93B27B0-70A0-3100-E053-6C04A8C08887},22701557,72.0,4.0,12,74,77,England and Wales: 1900-1929,51.48037,-3.18303
2428.57142857143,2019,2019-04-01,F,L,68000,CF10 1DL,W06000015,{8A78B2AF-5B5B-5CB0-E053-6B04A8C0F504},22663129,28.0,1.0,11,50,59,England and Wales: before 1900,51.48037,-3.18303
3097.01492537313,2021,2021-09-23,F,L,207500,CF10 1DL,W06000015,{D4D42645-6769-27F6-E053-6C04A8C0A572},22747891,67.0,3.0,12,68,75,England and Wales: 1930-1949,51.48037,-3.18303
2117.64705882353,2022,2022-03-10,F,L,180000,CF10 1DN,W06000015,{DE2D0CDF-7457-51EE-E053-6C04A8C00671},22720264,85.0,3.0,11,65,81,England and Wales: 1930-1949,51.48051,-3.18331
2470.94964605316,2021,2021-05-26,F,L,185000,CF10 1DN,W06000015,{D93B27B0-6EE9-3100-E053-6C04A8C08887},22645380,74.87,3.0,12,50,61,England and Wales: 1930-1949,51.48051,-3.18331
2744.18604651163,2019,2019-01-09,F,L,118000,CF10 1EU,W06000015,{80E1AA97-D6EC-7BF8-E053-6C04A8C00BF2},22696935,43.0,2.0,11,68,82,England and Wales: 2003-2006,51.47907865,-3.17925755
1914.89361702128,2019,2019-01-31,F,L,180000,CF10 1EU,W06000015,{8355F008-CB2D-55C5-E053-6B04A8C0D090},22630241,94.0,3.0,11,73,77,England and Wales: 2003-2006,51.47907865,-3.17925755
2520.0,2019,2019-01-17,F,L,126000,CF10 1EU,W06000015,{8355F008-CB30-55C5-E053-6B04A8C0D090},22615615,50.0,2.0,12,80,86,England and Wales: 2003-2006,51.47907865,-3.17925755
2766.66666666667,2019,2019-04-12,F,L,124500,CF10 1EU,W06000015,{87E1551D-FE48-6405-E053-6C04A8C0B2EE},22612148,45.0,2.0,12,71,84,England and Wales: 1996-2002,51.47907865,-3.17925755
2020.18181818182,2021,2021-06-25,F,L,88888,CF10 1FN,W06000015,{D22473F5-01B6-7B40-E053-6C04A8C0A630},22671502,44.0,2.0,11,82,84,England and Wales: 2003-2006,51.47796,-3.17667
2693.18181818182,2019,2019-09-27,F,L,118500,CF10 1FP,W06000015,{98C75471-9A39-72E9-E053-6B04A8C042F0},22703399,44.0,2.0,11,75,82,England and Wales: 2003-2006,51.4784099,-3.17661
2611.94029850746,2021,2021-02-26,F,L,175000,CF10 1FQ,W06000015,{BEF7EBBE-AA55-7A76-E053-6B04A8C092F7},22728616,67.0,3.0,11,80,83,England and Wales: 1996-2002,51.47814,-3.17633
2584.38818565401,2019,2019-03-19,F,L,122500,CF10 1FQ,W06000015,{87E1551D-FD8B-6405-E053-6C04A8C0B2EE},22654866,47.4,2.0,11,78,85,England and Wales: 2003-2006,51.47814,-3.17633
1875.0,2019,2019-12-18,F,L,225000,CF10 1FQ,W06000015,{9B361206-0ACB-1904-E053-6B04A8C0EEB5},22726304,120.0,4.0,12,43,71,England and Wales: 2003-2006,51.47814,-3.17633
2200.70422535211,2019,2019-07-24,F,L,250000,CF10 1FR,W06000015,{93E6821E-1495-40FD-E053-6B04A8C0C1DF},22729664,113.6,3.0,11,76,77,England and Wales: 2003-2006,51.47907,-3.17666
2082.47422680412,2020,2020-03-20,F,L,202000,CF10 1FR,W06000015,{A96E4ACB-F27C-9205-E053-6C04A8C0DA09},22751290,97.0,3.0,12,81,81,England and Wales: 2007-2011,51.47907,-3.17666
2943.39622641509,2021,2021-08-27,F,L,156000,CF10 2FF,W06000015,{D4D42645-66CC-27F6-E053-6C04A8C0A572},22707179,53.0,3.0,12,71,84,England and Wales: 2003-2006,51.4773799,-3.17253
3085.10638297872,2020,2020-11-06,F,L,145000,CF10 2FF,W06000015,{CFC9085C-68D9-9A70-E053-6B04A8C09D6A},22692758,47.0,2.0,12,75,85,England and Wales: 2003-2006,51.4773799,-3.17253
2975.97378958864,2020,2020-02-06,F,L,163500,CF10 2FG,W06000015,{9FF0D969-8EFC-11ED-E053-6C04A8C06383},22653221,54.94,4.0,12,71,82,England and Wales: 2003-2006,51.4773799,-3.17253
2836.06557377049,2021,2021-11-12,F,L,173000,CF10 2FG,W06000015,{DE2D0CDF-71E3-51EE-E053-6C04A8C00671},22679734,61.0,3.0,11,70,84,England and Wales: 2003-2006,51.4773799,-3.17253
2929.6875,2019,2019-04-16,F,L,187500,CF10 2FG,W06000015,{8A78B2AF-5B2A-5CB0-E053-6B04A8C0F504},22671281,64.0,3.0,11,76,85,England and Wales: 2003-2006,51.4773799,-3.17253
2570.71428571429,2019,2019-02-22,F,L,179950,CF10 2FG,W06000015,{8CAC1318-0AA1-0253-E053-6B04A8C08E51},22627126,70.0,3.0,12,69,83,England and Wales: 2003-2006,51.4773799,-3.17253
2440.0,2019,2019-01-25,F,L,183000,CF10 2FG,W06000015,{8355F008-CAF8-55C5-E053-6B04A8C0D090},22626820,75.0,3.0,12,73,85,England and Wales: 2003-2006,51.4773799,-3.17253
2312.5,2022,2022-04-01,F,L,148000,CF10 2FG,W06000015,{E073986A-EFCF-2134-E053-6C04A8C0233B},22753113,64.0,2.0,12,80,87,England and Wales: 2003-2006,51.4773799,-3.17253
2647.05882352941,2019,2019-08-30,F,L,180000,CF10 2FG,W06000015,{965B6D91-243B-95E4-E053-6C04A8C07729},22670256,68.0,3.0,11,72,76,England and Wales: 1996-2002,51.4773799,-3.17253
2734.375,2019,2019-01-31,F,L,175000,CF10 2FG,W06000015,{85866A64-86E0-143F-E053-6B04A8C06A15},22622422,64.0,3.0,11,75,79,England and Wales: 2007 onwards,51.4773799,-3.17253
2500.0,2020,2020-10-26,F,L,200000,CF10 2FG,W06000015,{CFC9085C-6919-9A70-E053-6B04A8C09D6A},22701840,80.0,3.0,12,82,87,England and Wales: 2003-2006,51.4773799,-3.17253
2333.33333333333,2019,2019-08-02,F,L,175000,CF10 2FG,W06000015,{919FEC04-FFC0-9A90-E053-6C04A8C0A300},22751221,75.0,3.0,12,77,84,England and Wales: 2003-2006,51.4773799,-3.17253
2596.5379494008,2020,2020-04-09,F,L,195000,CF10 2FG,W06000015,{B0A9D11B-48EF-4C1F-E053-6C04A8C0D716},22723634,75.1,3.0,11,82,86,England and Wales: 2003-2006,51.4773799,-3.17253
3190.1318587835,2021,2021-06-18,F,L,150000,CF10 2FG,W06000015,{C8A3A575-F74E-0425-E053-6C04A8C0947B},22721830,47.02,2.0,11,71,86,England and Wales: 2003-2006,51.4773799,-3.17253
2637.93103448276,2021,2021-04-01,F,L,153000,CF10 2FG,W06000015,{C8A3A575-F773-0425-E053-6C04A8C0947B},22653272,58.0,3.0,11,73,85,England and Wales: 2003-2006,51.4773799,-3.17253
2372.8813559322,2021,2021-06-29,F,L,140000,CF10 2FH,W06000015,{D707E534-F420-0AD9-E053-6B04A8C067CC},22673451,59.0,2.0,12,77,88,England and Wales: 2007 onwards,51.4773799,-3.17253
2607.85714285714,2019,2019-04-03,F,L,182550,CF10 2FH,W06000015,{87E1551D-FDDB-6405-E053-6C04A8C0B2EE},22720683,70.0,2.0,12,86,88,England and Wales: 2003-2006,51.4773799,-3.17253
2298.7012987013,2020,2020-10-13,F,L,177000,CF10 2FH,W06000015,{B5755FFD-D53A-7D01-E053-6C04A8C036B6},22725857,77.0,3.0,12,73,85,England and Wales: 2003-2006,51.4773799,-3.17253
2611.94029850746,2021,2021-07-12,F,L,175000,CF10 2FH,W06000015,{D22473F5-0283-7B40-E053-6C04A8C0A630},22655390,67.0,3.0,12,78,85,England and Wales: 1996-2002,51.4773799,-3.17253
2511.30085384229,2020,2020-07-31,F,L,150000,CF10 2FH,W06000015,{B0A9D11B-48FF-4C1F-E053-6C04A8C0D716},22734135,59.73,2.0,11,67,84,England and Wales: 2003-2006,51.4773799,-3.17253
2487.96147672552,2019,2019-03-22,F,L,186000,CF10 2FH,W06000015,{87E1551D-FE03-6405-E053-6C04A8C0B2EE},22722813,74.76,3.0,11,67,84,England and Wales: 2003-2006,51.4773799,-3.17253
3333.33333333333,2021,2021-07-28,F,L,160000,CF10 2FH,W06000015,{D22473F5-0232-7B40-E053-6C04A8C0A630},22746003,48.0,2.0,11,75,86,England and Wales: 2003-2006,51.4773799,-3.17253
2400.0,2021,2021-08-26,F,L,168000,CF10 2FH,W06000015,{D707E534-F41E-0AD9-E053-6B04A8C067CC},22687094,70.0,3.0,12,83,87,England and Wales: 2003-2006,51.4773799,-3.17253
2311.32075471698,2019,2019-10-30,F,L,245000,CF10 2FJ,W06000015,{98C75471-9AD3-72E9-E053-6B04A8C042F0},22661731,106.0,4.0,12,73,85,England and Wales: 2003-2006,51.4773799,-3.17253
2872.34042553192,2019,2019-04-18,F,L,135000,CF10 2FP,W06000015,{93E6821E-14DA-40FD-E053-6B04A8C0C1DF},22626859,47.0,2.0,12,72,74,England and Wales: 2007 onwards,51.47708,-3.17319
3500.0,2019,2019-08-21,F,L,105000,CF10 2FP,W06000015,{93E6821E-14D8-40FD-E053-6B04A8C0C1DF},22755793,30.0,1.0,12,87,87,England and Wales: 2003-2006,51.47708,-3.17319
3261.11235202144,2019,2019-10-04,F,L,146000,CF10 2FQ,W06000015,{9DBAD221-7C8B-6EB3-E053-6B04A8C0F257},22686286,44.77,,11,70,71,England and Wales: before 1900,51.47708,-3.17319
2769.23076923077,2021,2021-11-16,F,L,180000,CF10 2GP,W06000015,{DBA933F9-2191-669D-E053-6B04A8C0AD56},22739675,65.0,3.0,11,74,83,England and Wales: 1996-2002,51.4827218,-3.17116335
3627.90697674419,2020,2020-05-27,F,L,156000,CF10 2GP,W06000015,{AC07BBCF-EEDA-0445-E053-6C04A8C01E31},22735022,43.0,2.0,11,77,87,England and Wales: 2003-2006,51.4827218,-3.17116335
2267.44186046512,2019,2019-11-29,F,L,195000,CF10 2GP,W06000015,{9B361206-0EE6-1904-E053-6B04A8C0EEB5},22697896,86.0,3.0,11,74,82,England and Wales: 2003-2006,51.4827218,-3.17116335
2803.0303030303,2019,2019-03-29,F,L,185000,CF10 2GP,W06000015,{A71375FD-AE22-7576-E053-6C04A8C0462F},22681107,66.0,3.0,11,73,75,England and Wales: 1996-2002,51.4827218,-3.17116335
3101.69491525424,2019,2019-06-14,F,L,183000,CF10 2GP,W06000015,{8F1B26BD-74B2-53DB-E053-6C04A8C03649},22734759,59.0,3.0,11,73,85,England and Wales: 1996-2002,51.4827218,-3.17116335
2708.33333333333,2020,2020-08-17,F,L,195000,CF10 2GP,W06000015,{B32EBB13-5EE1-3C99-E053-6C04A8C09CA1},22693254,72.0,3.0,11,67,83,England and Wales: 1996-2002,51.4827218,-3.17116335
3209.10973084886,2019,2019-01-11,F,L,155000,CF10 2GP,W06000015,{80E1AA97-DA24-7BF8-E053-6C04A8C00BF2},22673765,48.3,2.0,11,83,83,England and Wales: 1996-2002,51.4827218,-3.17116335
2256.15032760539,2021,2021-07-02,F,L,182500,CF10 2HS,W06000015,{D707E534-F2E0-0AD9-E053-6B04A8C067CC},22689217,80.89,3.0,12,73,84,England and Wales: 1996-2002,51.48161,-3.17157
2589.28571428571,2019,2019-11-11,F,L,145000,CF10 2HS,W06000015,{9DBAD221-7A39-6EB3-E053-6B04A8C0F257},22696419,56.0,2.0,11,76,85,England and Wales: 1996-2002,51.48161,-3.17157
2303.92156862745,2019,2019-03-08,F,L,235000,CF10 2HS,W06000015,{85866A64-8DFA-143F-E053-6B04A8C06A15},22729360,102.0,3.0,11,71,80,England and Wales: 1996-2002,51.48161,-3.17157
2649.25373134328,2019,2019-06-27,F,L,177500,CF10 2HT,W06000015,{8F1B26BD-7882-53DB-E053-6C04A8C03649},22734392,67.0,3.0,12,75,83,England and Wales: 2003-2006,51.48161,-3.17157
2564.70588235294,2019,2019-11-22,F,L,218000,CF10 2HT,W06000015,{9FF0D969-8E3A-11ED-E053-6C04A8C06383},22622996,85.0,3.0,11,75,85,England and Wales: 1996-2002,51.48161,-3.17157
2848.10126582278,2019,2019-11-05,F,L,225000,CF10 2HU,W06000015,{A2479555-3174-74C7-E053-6B04A8C0887D},22647712,79.0,3.0,11,71,85,England and Wales: 2003-2006,51.48161,-3.17157
3721.59090909091,2019,2019-07-26,F,L,327500,CF10 3AL,W06000015,{919FEC04-FF0A-9A90-E053-6C04A8C0A300},22730242,88.0,3.0,11,77,83,England and Wales: 2003-2006,51.48354266666667,-3.1763105
3108.55263157895,2019,2019-05-28,F,L,472500,CF10 3AL,W06000015,{8CAC1318-0A2E-0253-E053-6B04A8C08E51},22643583,152.0,3.0,12,71,83,England and Wales: 1983-1990,51.48354266666667,-3.1763105
3333.33333333333,2020,2020-09-04,F,L,510000,CF10 3AL,W06000015,{B32EBB13-5CA8-3C99-E053-6C04A8C09CA1},22719346,153.0,3.0,11,74,82,England and Wales: 2003-2006,51.48354266666667,-3.1763105
2589.74358974359,2019,2019-12-13,T,F,202000,CF10 3DW,W06000015,{9DBAD222-5C43-6EB3-E053-6B04A8C0F257},22617703,78.0,4.0,11,75,87,England and Wales: 1983-1990,51.49375844,-3.19081214
3305.19480519481,2019,2019-12-18,T,F,254500,CF10 3EA,W06000015,{9DBAD222-5C99-6EB3-E053-6B04A8C0F257},22623729,77.0,4.0,11,59,78,England and Wales: before 1900,51.49142,-3.18921
2896.55172413793,2019,2019-08-07,D,F,840000,CF10 3ED,W06000015,{93E6821E-EBFB-40FD-E053-6B04A8C0C1DF},22651103,290.0,7.0,11,51,74,England and Wales: 1930-1949,51.49009,-3.1853699
2050.56179775281,2019,2019-01-11,T,F,365000,CF10 3EF,W06000015,{85866A65-5669-143F-E053-6B04A8C06A15},22666540,178.0,8.0,12,53,81,England and Wales: 1900-1929,51.49092,-3.18576
2590.16393442623,2019,2019-07-26,F,L,158000,CF10 3EJ,W06000015,{919FEC04-FEB7-9A90-E053-6C04A8C0A300},22622837,61.0,3.0,11,74,80,England and Wales: 1900-1929,51.49188,-3.18684
1919.35483870968,2019,2019-12-13,F,L,119000,CF10 3EJ,W06000015,{A71375FD-AE9F-7576-E053-6C04A8C0462F},22671194,62.0,3.0,11,63,74,England and Wales: 1900-1929,51.49188,-3.18684
2430.55555555556,2020,2020-10-23,T,F,262500,CF10 3EP,W06000015,{B82222ED-69F5-6691-E053-6B04A8C02FB2},22672119,108.0,6.0,12,40,82,England and Wales: before 1900,51.4927,-3.1873999
2277.22772277228,2019,2019-01-11,T,F,230000,CF10 3EP,W06000015,{80E1AA98-C0CC-7BF8-E053-6C04A8C00BF2},22706696,101.0,5.0,11,54,79,England and Wales: before 1900,51.4927,-3.1873999
2207.31707317073,2020,2020-02-12,T,F,181000,CF10 3EQ,W06000015,{A2479555-AC72-74C7-E053-6B04A8C0887D},22721076,82.0,4.0,11,60,81,England and Wales: 1900-1929,51.49402584642857,-3.189263514285714
2712.37647058824,2022,2022-05-09,T,F,230552,CF10 3EQ,W06000015,{E2D14906-36CB-4C2D-E053-6B04A8C0422B},22751777,85.0,4.0,11,65,86,England and Wales: before 1900,51.49402584642857,-3.189263514285714
2090.90909090909,2020,2020-08-12,T,F,230000,CF10 3EQ,W06000015,{B0A9D11B-DFCA-4C1F-E053-6C04A8C0D716},22697733,110.0,7.0,12,70,87,England and Wales: 1900-1929,51.49402584642857,-3.189263514285714
2600.0,2021,2021-11-29,T,F,260000,CF10 3EQ,W06000015,{D707E536-1B6F-0AD9-E053-6B04A8C067CC},22621042,100.0,6.0,12,63,85,England and Wales: 1900-1929,51.49402584642857,-3.189263514285714
2170.32967032967,2021,2021-06-28,T,F,197500,CF10 3EQ,W06000015,{D22473F5-031B-7B40-E053-6C04A8C0A630},22664596,91.0,5.0,11,63,84,England and Wales: 1900-1929,51.49402584642857,-3.189263514285714
1975.0,2022,2022-04-29,F,L,158000,CF10 3EZ,W06000015,{E2D14905-305C-4C2D-E053-6B04A8C0422B},22688134,80.0,3.0,11,69,70,England and Wales: 2003-2006,51.49312,-3.18885
1907.40740740741,2019,2019-08-27,F,L,154500,CF10 3EZ,W06000015,{93E6821E-1328-40FD-E053-6B04A8C0C1DF},22657523,81.0,3.0,11,76,78,England and Wales: 1996-2002,51.49312,-3.18885
1997.35644000587,2019,2019-04-08,F,L,136000,CF10 3EZ,W06000015,{87E1551D-FDE0-6405-E053-6C04A8C0B2EE},22618602,68.09,3.0,11,70,72,England and Wales: 2003-2006,51.49312,-3.18885
2313.4328358209,2021,2021-09-30,F,L,155000,CF10 3EZ,W06000015,{D93B27B0-6ED2-3100-E053-6C04A8C08887},22732780,67.0,3.0,12,70,71,England and Wales: 2003-2006,51.49312,-3.18885
2196.9696969697,2019,2019-12-12,F,L,145000,CF10 3EZ,W06000015,{9B361206-0B35-1904-E053-6B04A8C0EEB5},22716255,66.0,3.0,12,81,81,England and Wales: 2003-2006,51.49312,-3.18885
1875.0,2019,2019-10-03,F,L,150000,CF10 3EZ,W06000015,{965B6D91-2452-95E4-E053-6C04A8C07729},22688134,80.0,3.0,11,69,70,England and Wales: 2003-2006,51.49312,-3.18885
2972.97297297297,2019,2019-08-07,F,L,110000,CF10 3EZ,W06000015,{93E6821E-1321-40FD-E053-6B04A8C0C1DF},22609437,37.0,2.0,12,76,77,England and Wales: 2007 onwards,51.49312,-3.18885
2222.22222222222,2021,2021-08-13,F,L,140000,CF10 3EZ,W06000015,{CB0035E5-9BD9-58AE-E053-6B04A8C091AF},22616603,63.0,3.0,12,83,84,England and Wales: 2007 onwards,51.49312,-3.18885
2704.91803278689,2022,2022-02-09,F,L,165000,CF10 4AE,W06000015,{DBA933F9-2492-669D-E053-6B04A8C0AD56},22673871,61.0,3.0,12,77,79,England and Wales: 1996-2002,51.47281,-3.16954
2318.84057971014,2021,2021-05-21,F,L,160000,CF10 4AE,W06000015,{D22473F5-083F-7B40-E053-6C04A8C0A630},22671270,69.0,3.0,12,83,83,England and Wales: 1996-2002,51.47281,-3.16954
2768.11594202899,2021,2021-09-17,F,L,191000,CF10 4AF,W06000015,{D93B27B0-6D97-3100-E053-6C04A8C08887},22639931,69.0,4.0,11,79,80,England and Wales: 1996-2002,51.47244,-3.16923
2323.94366197183,2019,2019-09-20,F,L,165000,CF10 4AF,W06000015,{965B6D91-23E2-95E4-E053-6C04A8C07729},22678620,71.0,4.0,11,78,80,England and Wales: 1996-2002,51.47244,-3.16923
2333.33333333333,2020,2020-10-23,F,L,210000,CF10 4AG,W06000015,{B82222EC-9C46-6691-E053-6B04A8C02FB2},22710637,90.0,4.0,12,48,79,England and Wales: 1996-2002,51.4747469,-3.1691094
2392.73927392739,2021,2021-05-21,F,L,145000,CF10 4AG,W06000015,{DBA933F9-23D7-669D-E053-6B04A8C0AD56},22652927,60.6,3.0,11,78,81,England and Wales: 1983-1990,51.4747469,-3.1691094
2407.40740740741,2019,2019-02-01,F,L,130000,CF10 4AG,W06000015,{8355F008-CE27-55C5-E053-6B04A8C0D090},22679331,54.0,3.0,11,68,77,England and Wales: 1983-1990,51.4747469,-3.1691094
2962.03703703704,2021,2021-11-30,F,L,159950,CF10 4AG,W06000015,{D707E534-F9CF-0AD9-E053-6B04A8C067CC},22679331,54.0,3.0,11,68,77,England and Wales: 1983-1990,51.4747469,-3.1691094
2825.39682539683,2020,2020-06-01,F,L,178000,CF10 4AH,W06000015,{B32EBB13-FE83-3C99-E053-6C04A8C09CA1},22704836,63.0,3.0,12,77,84,England and Wales: 1991-1995,51.4762481,-3.166401
2554.78216035061,2021,2021-10-29,F,L,198200,CF10 4AH,W06000015,{DE2D0CE0-4E5C-51EE-E053-6C04A8C00671},22636267,77.58,3.0,11,72,74,England and Wales: 1991-1995,51.4762481,-3.166401
2500.0,2021,2021-06-30,F,L,182500,CF10 4AJ,W06000015,{CD5A9DCC-75CC-310A-E053-6C04A8C00A1F},22683460,73.0,3.0,11,83,84,England and Wales: 1983-1990,51.4763918,-3.1659168
2083.33333333333,2021,2021-05-07,F,L,162500,CF10 4AL,W06000015,{CD5A9DCC-7618-310A-E053-6C04A8C00A1F},22746633,78.0,3.0,11,84,84,England and Wales: 1991-1995,51.4764,-3.16593
2533.78378378378,2020,2020-07-28,F,L,187500,CF10 4AL,W06000015,{B0A9D11B-DEE2-4C1F-E053-6C04A8C0D716},22686546,74.0,3.0,12,80,86,England and Wales: 1996-2002,51.4764,-3.16593
1617.64705882353,2019,2019-10-04,F,L,165000,CF10 4AL,W06000015,{965B6D92-09AB-95E4-E053-6C04A8C07729},22619593,102.0,4.0,11,70,76,England and Wales: 1996-2002,51.4764,-3.16593
2757.57575757576,2021,2021-08-03,F,L,182000,CF10 4AQ,W06000015,{D707E534-F927-0AD9-E053-6B04A8C067CC},22746135,66.0,2.0,11,79,82,England and Wales: 1996-2002,51.4732,-3.16984
2173.33333333333,2021,2021-04-01,F,L,163000,CF10 4AQ,W06000015,{C6209F5F-07D5-295E-E053-6C04A8C0DDCC},22720894,75.0,3.0,11,83,84,England and Wales: 1996-2002,51.4732,-3.16984
2527.77777777778,2022,2022-02-25,F,L,182000,CF10 4AQ,W06000015,{DBA933F9-2256-669D-E053-6B04A8C0AD56},22624043,72.0,4.0,11,76,80,England and Wales: 1996-2002,51.4732,-3.16984
2416.66666666667,2021,2021-04-30,F,L,174000,CF10 4AQ,W06000015,{CD5A9DCB-A6A7-310A-E053-6C04A8C00A1F},22629368,72.0,4.0,11,80,83,England and Wales: 1996-2002,51.4732,-3.16984
2571.42857142857,2020,2020-08-28,F,L,162000,CF10 4AQ,W06000015,{B82222EC-98AB-6691-E053-6B04A8C02FB2},22640576,63.0,3.0,11,81,81,England and Wales: 2003-2006,51.4732,-3.16984
2405.13094601817,2020,2020-05-01,F,L,135000,CF10 4AS,W06000015,{A96E4ACB-F002-9205-E053-6C04A8C0DA09},22633208,56.13,2.0,11,79,79,England and Wales: 1996-2002,51.47432,-3.17069
2589.71513133555,2021,2021-03-05,F,L,140000,CF10 4AS,W06000015,{C6209F5F-00AE-295E-E053-6C04A8C0DDCC},22725261,54.06,2.0,11,81,83,England and Wales: 1996-2002,51.47432,-3.17069
2266.14363307182,2019,2019-02-08,F,L,150200,CF10 4AS,W06000015,{8355F008-CA49-55C5-E053-6B04A8C0D090},22708504,66.28,3.0,11,80,82,England and Wales: 1996-2002,51.47432,-3.17069
4184.21052631579,2021,2021-04-30,F,L,159000,CF10 4AS,W06000015,{CB0035E5-9BB8-58AE-E053-6B04A8C091AF},22636587,38.0,3.0,11,67,71,England and Wales: 1996-2002,51.47432,-3.17069
2021.97802197802,2022,2022-04-08,F,L,184000,CF10 4AS,W06000015,{E2D14905-2F49-4C2D-E053-6B04A8C0422B},22704348,91.0,3.0,11,72,80,England and Wales: 2003-2006,51.47432,-3.17069
